epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
66,1539.29,0.46508,0.95569,0.85878,0.94027,0.98058,0.93972,0.84689,0.43476,0.66006,0.68896,0.000445625,0.000445625,0.000445625
67,1562.53,0.48069,0.86914,0.86298,0.94016,0.97879,0.93972,0.83921,0.41861,0.66646,0.68698,0.00043325,0.00043325,0.00043325
68,1585.85,0.46497,0.91808,0.87188,0.93991,0.97847,0.93972,0.84377,0.41761,0.66703,0.68661,0.000420875,0.000420875,0.000420875
69,1609.15,0.44682,0.97107,0.86252,0.93846,0.97735,0.93972,0.8409,0.43,0.70835,0.6881,0.0004085,0.0004085,0.0004085
70,1630.8,0.45717,0.95001,0.8622,0.93888,0.97865,0.93972,0.83407,0.44606,0.72655,0.68938,0.000396125,0.000396125,0.000396125
71,1652.25,0.52144,0.9323,0.88267,0.93999,0.97762,0.93972,0.848,0.45649,0.73778,0.69597,0.00038375,0.00038375,0.00038375
72,1673.21,0.47309,0.90106,0.84923,0.94004,0.97849,0.93972,0.84778,0.44734,0.71158,0.69547,0.000371375,0.000371375,0.000371375
73,1694.11,0.47781,0.95723,0.87304,0.94024,0.98066,0.97444,0.89211,0.44078,0.6655,0.69294,0.000359,0.000359,0.000359
74,1717.46,0.46955,0.93104,0.85652,0.94056,0.98003,0.995,0.89633,0.45223,0.66636,0.69377,0.000346625,0.000346625,0.000346625
75,1740.93,0.47222,0.9827,0.85164,0.9411,0.98015,0.995,0.89404,0.45403,0.657,0.69543,0.00033425,0.00033425,0.00033425
76,1765.42,0.46971,0.9968,0.84683,0.92956,0.96875,0.98657,0.89603,0.44847,0.65383,0.69577,0.000321875,0.000321875,0.000321875
77,1788.92,0.45921,0.89211,0.86228,0.93354,0.96875,0.98657,0.89413,0.45433,0.66113,0.69623,0.0003095,0.0003095,0.0003095
78,1813.08,0.45794,0.89186,0.84618,0.93484,0.96875,0.98657,0.88951,0.46355,0.6581,0.69602,0.000297125,0.000297125,0.000297125
79,1836.6,0.46788,0.89382,0.85139,0.9403,0.97277,0.98833,0.87439,0.48206,0.64856,0.69591,0.00028475,0.00028475,0.00028475
80,1859.79,0.47678,0.93047,0.87268,0.94029,0.9722,0.96722,0.85981,0.47612,0.64695,0.69504,0.000272375,0.000272375,0.000272375
81,1882.77,0.46495,0.9302,0.8567,0.93164,0.97117,0.93972,0.85341,0.4348,0.67259,0.68862,0.00026,0.00026,0.00026
82,1905.11,0.43965,0.867,0.85612,0.91867,0.97133,0.93972,0.85681,0.41438,0.68393,0.68599,0.000247625,0.000247625,0.000247625
83,1927.62,0.42647,0.88835,0.84803,0.90727,0.93666,0.93972,0.85273,0.4089,0.71342,0.68494,0.00023525,0.00023525,0.00023525
84,1950.64,0.47881,0.85487,0.84505,0.90493,0.95195,0.93972,0.85314,0.40624,0.7123,0.68445,0.000222875,0.000222875,0.000222875
85,1976.45,0.44843,0.82305,0.85309,0.92365,0.96951,0.95333,0.87414,0.40647,0.67649,0.68478,0.0002105,0.0002105,0.0002105
86,1999.74,0.40691,0.84046,0.8411,0.92559,0.96947,0.98111,0.90058,0.40767,0.66847,0.68514,0.000198125,0.000198125,0.000198125
87,2021.05,0.4794,0.86977,0.85889,0.94253,0.9644,0.995,0.92085,0.40819,0.63201,0.68587,0.00018575,0.00018575,0.00018575
88,2042.75,0.44357,0.86448,0.85429,0.94354,0.95858,0.995,0.9131,0.40642,0.63581,0.68523,0.000173375,0.000173375,0.000173375
89,2064.23,0.44088,0.82416,0.8415,0.95846,0.95783,0.995,0.92647,0.4051,0.63321,0.68342,0.000161,0.000161,0.000161
90,2085.1,0.4281,0.81427,0.81416,0.96003,0.95634,0.995,0.92688,0.40464,0.6293,0.68282,0.000148625,0.000148625,0.000148625
91,2106.03,0.3919,0.90025,0.81797,0.95333,0.96944,0.995,0.92489,0.4054,0.61111,0.68261,0.00013625,0.00013625,0.00013625
92,2127.57,0.41431,0.85805,0.81492,0.95306,0.97028,0.995,0.92062,0.40724,0.60839,0.68274,0.000123875,0.000123875,0.000123875
93,2149.01,0.40166,0.88456,0.8048,0.96002,0.97471,0.995,0.91664,0.40972,0.60236,0.68347,0.0001115,0.0001115,0.0001115
94,2170.73,0.40138,0.91026,0.80582,0.96254,0.97733,0.995,0.9157,0.41162,0.60118,0.68391,9.9125e-05,9.9125e-05,9.9125e-05
95,2193.28,0.40547,0.87824,0.78924,0.96027,0.9794,0.995,0.91226,0.41536,0.5941,0.68444,8.675e-05,8.675e-05,8.675e-05
96,2216.39,0.40566,0.8743,0.80439,0.95661,0.97958,0.995,0.91772,0.41786,0.59149,0.68432,7.4375e-05,7.4375e-05,7.4375e-05
97,2239.14,0.39698,0.88184,0.83889,0.94425,0.9782,0.995,0.90808,0.42217,0.58216,0.68419,6.2e-05,6.2e-05,6.2e-05
98,2261.52,0.39137,0.89825,0.80281,0.94324,0.97746,0.995,0.9149,0.42295,0.57641,0.68422,4.9625e-05,4.9625e-05,4.9625e-05
99,2288.02,0.40605,0.85337,0.80475,0.94268,0.9762,0.995,0.9149,0.42381,0.56406,0.68401,3.725e-05,3.725e-05,3.725e-05
100,2310.21,0.38541,0.8296,0.80927,0.94199,0.97521,0.995,0.91454,0.42421,0.56632,0.68377,2.4875e-05,2.4875e-05,2.4875e-05
