epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,787.121,0.56741,1.10844,0.90235,0.93451,0.97142,0.995,0.88794,0.48495,0.99081,0.7137,0.00102725,0.00102725,0.00102725
20,821.152,0.52705,1.14634,0.89565,0.93339,0.97143,0.94667,0.8465,0.49143,0.98128,0.71077,0.00101488,0.00101488,0.00101488
21,855.377,0.5579,1.17967,0.88926,0.93533,0.96875,0.93796,0.82981,0.46844,0.88796,0.71518,0.0010025,0.0010025,0.0010025
22,891.933,0.55326,1.06298,0.89716,0.9297,0.96875,0.93796,0.83973,0.46409,0.78305,0.70514,0.000990125,0.000990125,0.000990125
23,924.679,0.51331,1.10026,0.87118,0.93999,0.98541,0.94667,0.85337,0.47899,0.83262,0.70475,0.00097775,0.00097775,0.00097775
24,957.563,0.52705,0.99529,0.88717,0.92229,0.96875,0.93639,0.82607,0.48533,0.93729,0.70454,0.000965375,0.000965375,0.000965375
25,990.808,0.54622,1.07261,0.90309,0.92281,0.96875,0.95,0.82601,0.51162,0.82624,0.69878,0.000953,0.000953,0.000953
26,1024.94,0.52351,0.98651,0.87209,0.91655,0.96875,0.96546,0.84729,0.52535,0.81859,0.70518,0.000940625,0.000940625,0.000940625
27,1057.97,0.54792,1.02702,0.89213,0.80063,1,0.97111,0.85506,0.48393,0.91622,0.69806,0.00092825,0.00092825,0.00092825
28,1090.51,0.54169,0.97768,0.89342,0.92777,0.96875,0.98657,0.85444,0.458,0.85462,0.69942,0.000915875,0.000915875,0.000915875
29,1123.9,0.51179,0.99093,0.8863,0.94288,0.97242,0.995,0.8885,0.48734,0.7849,0.69576,0.0009035,0.0009035,0.0009035
30,1157.43,0.55287,0.97673,0.89666,0.98473,0.98487,0.995,0.877,0.49021,0.71037,0.72318,0.000891125,0.000891125,0.000891125
31,1190.97,0.50711,1.02932,0.87794,0.90723,0.97256,0.95333,0.85655,0.46515,0.89826,0.70771,0.00087875,0.00087875,0.00087875
32,1223.92,0.51811,0.94605,0.88894,0.92917,0.97107,0.95333,0.85352,0.44151,0.76265,0.69841,0.000866375,0.000866375,0.000866375
33,1256.54,0.51898,0.97153,0.87109,0.90958,0.99675,0.995,0.90119,0.40959,0.73241,0.68711,0.000854,0.000854,0.000854
34,1290.22,0.51303,0.95213,0.89723,0.98411,0.99637,0.995,0.91166,0.42649,0.6677,0.69215,0.000841625,0.000841625,0.000841625
35,1323.92,0.53663,0.94952,0.87793,0.92174,0.97258,0.995,0.88844,0.46028,0.74134,0.70352,0.00082925,0.00082925,0.00082925
36,1357.16,0.50426,0.91711,0.88314,0.94257,0.97685,0.995,0.88726,0.44465,0.72628,0.69951,0.000816875,0.000816875,0.000816875
37,1390.35,0.49643,0.89914,0.89071,0.94384,0.98348,0.995,0.87327,0.49366,0.76741,0.71008,0.0008045,0.0008045,0.0008045
38,1426.21,0.51512,0.94103,0.89034,0.9516,0.97231,0.995,0.88796,0.44411,0.66732,0.6965,0.000792125,0.000792125,0.000792125
39,1461.28,0.48877,0.8521,0.88331,0.9443,0.97064,0.995,0.9043,0.43692,0.63164,0.69487,0.00077975,0.00077975,0.00077975
40,1495.32,0.50332,0.82439,0.8807,0.99108,0.9715,0.995,0.8776,0.46448,0.56342,0.69831,0.000767375,0.000767375,0.000767375
41,1529,0.49741,0.83524,0.8703,0.98673,0.99184,0.995,0.89345,0.43021,0.82714,0.69101,0.000755,0.000755,0.000755
42,1561.52,0.48071,0.84248,0.88127,0.9014,0.75365,0.98833,0.8932,0.43063,1.23439,0.68761,0.000742625,0.000742625,0.000742625
43,1594.82,0.49246,0.87286,0.88371,0.90988,0.96875,0.98657,0.88777,0.42372,0.77783,0.68821,0.00073025,0.00073025,0.00073025
44,1628.29,0.53005,0.88918,0.88492,0.93609,0.96875,0.97935,0.87916,0.42784,0.5738,0.69395,0.000717875,0.000717875,0.000717875
45,1661.67,0.49273,0.83167,0.89523,0.92826,0.96875,0.97778,0.88516,0.43763,0.62469,0.68962,0.0007055,0.0007055,0.0007055
46,1695.5,0.48687,0.80145,0.87129,0.92764,0.96875,0.97935,0.87848,0.46757,0.62497,0.69711,0.000693125,0.000693125,0.000693125
47,1729.65,0.49403,0.78006,0.87767,0.94037,0.97047,0.98833,0.88883,0.47972,0.58075,0.70963,0.00068075,0.00068075,0.00068075
48,1762.79,0.50447,0.72916,0.88262,0.9426,0.97039,0.995,0.88591,0.48691,0.57354,0.69642,0.000668375,0.000668375,0.000668375
49,1795.8,0.48954,0.8227,0.89803,0.96071,0.96961,0.995,0.90161,0.45941,0.51847,0.69571,0.000656,0.000656,0.000656
50,1828.58,0.48203,0.70605,0.87949,0.91758,0.97208,0.995,0.90817,0.42805,0.56364,0.69343,0.000643625,0.000643625,0.000643625
51,1861.56,0.47265,0.7263,0.8725,0.92659,0.97069,0.995,0.89251,0.43862,0.52164,0.69217,0.00063125,0.00063125,0.00063125
52,1894.56,0.47328,0.67451,0.84722,0.93593,0.97073,0.96056,0.86735,0.42743,0.55296,0.6891,0.000618875,0.000618875,0.000618875
53,1928.56,0.49987,0.71819,0.87158,0.93978,0.97059,0.93972,0.85537,0.41059,0.51841,0.68315,0.0006065,0.0006065,0.0006065
54,1961.93,0.45231,0.71226,0.86873,0.93026,0.96875,0.97268,0.87772,0.41198,0.44489,0.68653,0.000594125,0.000594125,0.000594125
55,1996.39,0.47809,0.68727,0.86339,0.93682,0.97099,0.97444,0.87629,0.44664,0.49053,0.68797,0.00058175,0.00058175,0.00058175
56,2030.36,0.47958,0.72642,0.88672,0.93211,0.97084,0.995,0.89225,0.41322,0.54115,0.68357,0.000569375,0.000569375,0.000569375
57,2074.08,0.50518,0.7102,0.86975,0.93079,0.9709,0.995,0.88576,0.43022,0.5358,0.68775,0.000557,0.000557,0.000557
58,2109.13,0.50027,0.67083,0.88387,0.90925,0.99666,0.995,0.88758,0.45233,0.49097,0.69539,0.000544625,0.000544625,0.000544625
59,2143.06,0.47644,0.68022,0.86531,0.91599,0.93541,0.96833,0.87451,0.42084,0.80204,0.69336,0.00053225,0.00053225,0.00053225
60,2177.05,0.4855,0.68672,0.87499,0.91712,0.87419,0.9694,0.87829,0.42506,0.92811,0.68875,0.000519875,0.000519875,0.000519875
61,2209.83,0.48966,0.63563,0.87198,0.97982,0.85487,0.98111,0.87627,0.41312,0.77605,0.68528,0.0005075,0.0005075,0.0005075
62,2241.98,0.46599,0.61431,0.8784,0.92388,0.99026,0.98111,0.89047,0.42109,0.66432,0.6898,0.000495125,0.000495125,0.000495125
63,2275.22,0.44739,0.59758,0.86796,0.93728,0.9707,0.98111,0.89743,0.41042,0.46034,0.68472,0.00048275,0.00048275,0.00048275
64,2309.38,0.4485,0.60845,0.86513,0.93826,0.97065,0.995,0.90404,0.43261,0.4459,0.68514,0.000470375,0.000470375,0.000470375
65,2343.81,0.45776,0.61209,0.86683,0.90564,0.99588,0.995,0.91138,0.42504,0.49209,0.6859,0.000458,0.000458,0.000458
66,2377.09,0.48395,0.63208,0.88203,0.91862,0.9833,0.995,0.89434,0.41156,0.41676,0.68432,0.000445625,0.000445625,0.000445625
67,2409.9,0.45807,0.59767,0.86439,0.93586,0.97115,0.995,0.88135,0.41175,0.40202,0.68535,0.00043325,0.00043325,0.00043325
68,2443.14,0.45314,0.56952,0.86402,0.94011,0.97086,0.995,0.89182,0.40699,0.41356,0.68676,0.000420875,0.000420875,0.000420875
69,2478.45,0.45329,0.54437,0.8661,0.9378,0.97562,0.96722,0.8647,0.41952,0.69715,0.68948,0.0004085,0.0004085,0.0004085
70,2512.85,0.43851,0.55766,0.86224,0.94153,0.97195,0.98833,0.87267,0.45761,0.48348,0.70012,0.000396125,0.000396125,0.000396125
71,2546.84,0.43956,0.53883,0.87657,0.93878,0.96875,0.97778,0.86911,0.44311,0.39869,0.69599,0.00038375,0.00038375,0.00038375
72,2580.05,0.43931,0.59822,0.87235,0.93984,0.96875,0.97637,0.87085,0.43502,0.39283,0.69297,0.000371375,0.000371375,0.000371375
73,2614.18,0.42421,0.5514,0.86355,0.93994,0.96875,0.99324,0.8871,0.44726,0.40273,0.69612,0.000359,0.000359,0.000359
74,2648.49,0.43687,0.55448,0.8555,0.94113,0.98269,0.98833,0.88613,0.43387,0.40742,0.69431,0.000346625,0.000346625,0.000346625
75,2682.76,0.4427,0.57888,0.87595,0.94185,0.98921,0.98833,0.89385,0.42219,0.45361,0.69363,0.00033425,0.00033425,0.00033425
76,2716.1,0.43414,0.55443,0.86296,0.94198,0.98584,0.98833,0.88694,0.42266,0.497,0.6929,0.000321875,0.000321875,0.000321875
77,2749.47,0.42204,0.50811,0.87278,0.93583,0.97203,0.98833,0.88587,0.42055,0.42696,0.68939,0.0003095,0.0003095,0.0003095
78,2783.86,0.42992,0.51784,0.85674,0.99154,0.97525,0.995,0.89525,0.40608,0.34075,0.68452,0.000297125,0.000297125,0.000297125
79,2818.32,0.43426,0.54442,0.85611,0.98908,0.97488,0.995,0.89932,0.40221,0.32726,0.68421,0.00028475,0.00028475,0.00028475
80,2856.66,0.42936,0.53221,0.86171,0.96654,0.96489,0.995,0.90422,0.40035,0.34609,0.68341,0.000272375,0.000272375,0.000272375
81,2892.37,0.42555,0.55979,0.84255,0.90266,0.98623,0.995,0.9014,0.40191,0.49363,0.68393,0.00026,0.00026,0.00026
82,2929.54,0.42301,0.57697,0.86228,0.92557,0.97144,0.995,0.90177,0.40038,0.39791,0.68207,0.000247625,0.000247625,0.000247625
83,2966.58,0.41075,0.51252,0.86207,0.94041,0.97069,0.995,0.90284,0.39758,0.36261,0.6815,0.00023525,0.00023525,0.00023525
84,3003.99,0.45553,0.57886,0.87464,0.94248,0.97046,0.995,0.89773,0.39771,0.34375,0.68214,0.000222875,0.000222875,0.000222875
85,3044.73,0.43116,0.51367,0.85965,0.94368,0.97078,0.995,0.89743,0.40369,0.33284,0.68336,0.0002105,0.0002105,0.0002105
86,3080.31,0.43825,0.51617,0.85183,0.95355,0.97196,0.995,0.89736,0.40606,0.35129,0.68255,0.000198125,0.000198125,0.000198125
87,3114.02,0.433,0.52652,0.85894,0.94425,0.97161,0.995,0.89804,0.4029,0.35933,0.68179,0.00018575,0.00018575,0.00018575
88,3147.62,0.43938,0.50186,0.86329,0.94411,0.9715,0.995,0.91246,0.41015,0.36246,0.68282,0.000173375,0.000173375,0.000173375
89,3182.13,0.41969,0.48036,0.85784,0.946,0.9717,0.995,0.90821,0.40893,0.36519,0.68314,0.000161,0.000161,0.000161
90,3215.71,0.41669,0.47268,0.85236,0.97619,0.97261,0.995,0.9035,0.39837,0.34535,0.68295,0.000148625,0.000148625,0.000148625
91,3250.25,0.37525,0.48561,0.82412,0.97595,0.97228,0.995,0.90955,0.39677,0.34395,0.68296,0.00013625,0.00013625,0.00013625
92,3284.36,0.39982,0.50836,0.82248,0.96862,0.97096,0.995,0.92129,0.39713,0.3737,0.68288,0.000123875,0.000123875,0.000123875
93,3319.59,0.37594,0.46913,0.82317,0.96249,0.97055,0.995,0.92836,0.39956,0.3978,0.6828,0.0001115,0.0001115,0.0001115
94,3354.43,0.37705,0.4871,0.80594,0.94417,0.9707,0.995,0.92345,0.41001,0.38596,0.68409,9.9125e-05,9.9125e-05,9.9125e-05
95,3389.46,0.39206,0.51004,0.81569,0.95248,0.97062,0.995,0.90513,0.41738,0.36481,0.68572,8.675e-05,8.675e-05,8.675e-05
96,3425.19,0.38542,0.45383,0.82281,0.95986,0.9707,0.995,0.90074,0.41533,0.3377,0.68645,7.4375e-05,7.4375e-05,7.4375e-05
97,3458.87,0.37781,0.46243,0.81872,0.97307,0.97099,0.995,0.89845,0.41433,0.32215,0.6871,6.2e-05,6.2e-05,6.2e-05
98,3499.58,0.38013,0.43509,0.81945,0.98696,0.97311,0.995,0.89249,0.41097,0.31515,0.68742,4.9625e-05,4.9625e-05,4.9625e-05
99,3533.15,0.37478,0.43673,0.82561,0.99083,0.97749,0.995,0.89263,0.40816,0.31847,0.68704,3.725e-05,3.725e-05,3.725e-05
100,3572.37,0.38052,0.43394,0.82758,1,0.9796,0.995,0.89757,0.40766,0.3315,0.68789,2.4875e-05,2.4875e-05,2.4875e-05
