epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,714.532,0.55346,1.12253,0.9052,0.85252,0.80995,0.995,0.88096,0.4553,0.96737,0.70322,0.00103962,0.00103962,0.00103962
19,754.165,0.59119,1.04555,0.92167,0.91486,0.97171,0.98111,0.88223,0.4928,0.91394,0.69601,0.00102725,0.00102725,0.00102725
20,793.604,0.53715,1.0145,0.89171,0.8381,0.95237,0.995,0.90057,0.49177,1.0086,0.69943,0.00101488,0.00101488,0.00101488
21,832.486,0.53837,1.08643,0.89184,0.97326,1,0.995,0.87605,0.44071,0.76336,0.69047,0.0010025,0.0010025,0.0010025
22,876.509,0.51998,1.0161,0.89249,0.99322,0.99018,0.995,0.8942,0.43932,0.71205,0.69281,0.000990125,0.000990125,0.000990125
23,912.369,0.54948,1.02224,0.89628,0.99188,0.99344,0.995,0.89061,0.41128,0.65335,0.684,0.00097775,0.00097775,0.00097775
24,948.379,0.54602,0.96877,0.89425,0.92918,1,0.995,0.907,0.41664,0.68249,0.68746,0.000965375,0.000965375,0.000965375
25,984.351,0.54825,1.05661,0.91338,0.97717,1,0.995,0.89696,0.42591,0.71741,0.68634,0.000953,0.000953,0.000953
26,1020.22,0.52874,1.09423,0.88552,0.94374,0.97126,0.995,0.9075,0.45357,0.73901,0.69365,0.000940625,0.000940625,0.000940625
27,1058.65,0.52455,1.0252,0.89095,0.91502,1,0.995,0.89079,0.46397,0.73695,0.70452,0.00092825,0.00092825,0.00092825
28,1098.07,0.52126,0.91916,0.90162,0.92431,0.99824,0.995,0.91682,0.42095,0.95442,0.68719,0.000915875,0.000915875,0.000915875
29,1135.68,0.52269,0.91275,0.90754,0.95428,1,0.995,0.88598,0.43657,0.78352,0.69341,0.0009035,0.0009035,0.0009035
30,1179.76,0.51948,0.83307,0.8907,0.99593,0.97664,0.995,0.87837,0.43924,0.49937,0.69354,0.000891125,0.000891125,0.000891125
31,1215.77,0.50918,0.89108,0.89437,0.94114,0.99243,0.98111,0.88571,0.45299,0.72989,0.6968,0.00087875,0.00087875,0.00087875
32,1250.78,0.52601,0.89338,0.9083,0.9369,0.96875,0.97778,0.8882,0.42851,0.59213,0.68972,0.000866375,0.000866375,0.000866375
33,1285.91,0.52752,0.83131,0.91437,0.93504,0.97077,0.995,0.90382,0.41298,0.58156,0.68612,0.000854,0.000854,0.000854
34,1321.19,0.52827,0.81756,0.89877,0.75443,0.96875,0.97778,0.88277,0.44641,1.06028,0.68864,0.000841625,0.000841625,0.000841625
35,1360.76,0.49905,0.86349,0.89517,0.98876,0.96875,0.98682,0.80952,0.56484,1.24692,0.72839,0.00082925,0.00082925,0.00082925
36,1399.55,0.52277,0.90033,0.90661,0.84684,1,0.995,0.89266,0.45835,0.68688,0.6978,0.000816875,0.000816875,0.000816875
37,1437.4,0.4896,0.76606,0.89513,0.98808,1,0.995,0.89733,0.41672,0.55562,0.68698,0.0008045,0.0008045,0.0008045
38,1482.18,0.49315,0.74456,0.88145,0.95714,0.97064,0.995,0.91247,0.42571,0.51692,0.69296,0.000792125,0.000792125,0.000792125
39,1518.16,0.49834,0.79542,0.86702,0.98757,0.94346,0.995,0.90474,0.41257,0.73207,0.68916,0.00077975,0.00077975,0.00077975
40,1553.49,0.49085,0.77081,0.8884,0.99487,0.97952,0.995,0.90197,0.41904,0.48088,0.69105,0.000767375,0.000767375,0.000767375
41,1588.96,0.51841,0.7205,0.89367,0.93814,0.97068,0.995,0.88742,0.43979,0.53045,0.6866,0.000755,0.000755,0.000755
42,1624.88,0.4898,0.75166,0.875,0.91459,0.96875,0.99167,0.88205,0.4258,0.62672,0.68757,0.000742625,0.000742625,0.000742625
43,1660.43,0.52413,0.71774,0.89887,0.93385,0.97095,0.995,0.8887,0.41903,0.49064,0.68661,0.00073025,0.00073025,0.00073025
44,1697.31,0.52366,0.76523,0.89042,0.99398,1,0.995,0.90703,0.40211,0.41161,0.684,0.000717875,0.000717875,0.000717875
45,1732.99,0.47779,0.74614,0.90513,0.94073,0.97775,0.95333,0.86121,0.41471,0.53403,0.6871,0.0007055,0.0007055,0.0007055
46,1769.1,0.47952,0.79997,0.89493,0.93921,0.96875,0.96389,0.8789,0.40383,0.51453,0.68502,0.000693125,0.000693125,0.000693125
47,1805.86,0.51039,0.76361,0.9021,0.92219,0.96875,0.97778,0.8664,0.41257,0.53792,0.68674,0.00068075,0.00068075,0.00068075
48,1845.67,0.48877,0.7219,0.88198,1,0.97089,0.995,0.87361,0.46846,0.49079,0.70224,0.000668375,0.000668375,0.000668375
49,1884.6,0.52318,0.71425,0.90302,0.93365,0.97105,0.995,0.8691,0.47617,0.55737,0.69516,0.000656,0.000656,0.000656
50,1925.23,0.49359,0.70758,0.8845,0.93475,0.97083,0.995,0.87215,0.48438,0.49509,0.68734,0.000643625,0.000643625,0.000643625
51,1965.42,0.4603,0.74643,0.86556,0.90271,0.98716,0.995,0.92818,0.40904,0.76036,0.68236,0.00063125,0.00063125,0.00063125
52,2005.78,0.47122,0.68002,0.8924,0.94097,0.97067,0.995,0.90245,0.42927,0.43444,0.69202,0.000618875,0.000618875,0.000618875
53,2044.92,0.47798,0.60254,0.86588,0.96905,0.97092,0.995,0.88963,0.42282,0.40008,0.69127,0.0006065,0.0006065,0.0006065
54,2084.99,0.46079,0.68014,0.87589,0.95716,0.97186,0.995,0.92836,0.41024,0.42363,0.68624,0.000594125,0.000594125,0.000594125
55,2128.72,0.48614,0.6918,0.89248,0.93131,0.97148,0.995,0.89193,0.46633,0.48896,0.6972,0.00058175,0.00058175,0.00058175
56,2165.59,0.47095,0.64791,0.88864,0.93553,0.97196,0.995,0.91357,0.46442,0.50715,0.70041,0.000569375,0.000569375,0.000569375
57,2201.44,0.44158,0.5962,0.87714,0.94145,0.97515,0.98833,0.89466,0.43663,0.40723,0.69082,0.000557,0.000557,0.000557
58,2237.8,0.48507,0.62625,0.87685,0.93984,0.96875,0.95,0.85145,0.40761,0.45015,0.68284,0.000544625,0.000544625,0.000544625
59,2275.59,0.48263,0.60031,0.89969,0.93459,0.96875,0.95722,0.88467,0.4023,0.41509,0.68064,0.00053225,0.00053225,0.00053225
60,2314.35,0.48543,0.62063,0.9008,0.93147,0.96875,0.95456,0.86554,0.43513,0.45655,0.68555,0.000519875,0.000519875,0.000519875
61,2352.17,0.45204,0.58751,0.87932,0.91133,0.96875,0.94733,0.85848,0.40618,0.57899,0.68376,0.0005075,0.0005075,0.0005075
62,2390.16,0.45488,0.64736,0.87066,0.92494,0.96875,0.96389,0.88345,0.40561,0.54565,0.68519,0.000495125,0.000495125,0.000495125
63,2428.99,0.45122,0.60999,0.87088,0.90289,0.98499,0.995,0.91222,0.42724,0.59904,0.68956,0.00048275,0.00048275,0.00048275
64,2467.45,0.44408,0.56591,0.8746,0.92297,0.97112,0.995,0.91925,0.41727,0.52189,0.68744,0.000470375,0.000470375,0.000470375
65,2506.72,0.49246,0.6278,0.89456,0.93067,0.97076,0.94667,0.8688,0.43643,0.48199,0.68886,0.000458,0.000458,0.000458
66,2547.84,0.45275,0.58789,0.88353,0.9407,0.97058,0.98111,0.90429,0.42487,0.42759,0.68961,0.000445625,0.000445625,0.000445625
67,2587.62,0.44855,0.63837,0.87099,0.94998,0.97088,0.995,0.91183,0.42519,0.36249,0.69122,0.00043325,0.00043325,0.00043325
68,2627.53,0.44932,0.58618,0.87536,0.97983,0.97171,0.995,0.90518,0.43967,0.37406,0.69171,0.000420875,0.000420875,0.000420875
69,2671.69,0.47105,0.5399,0.89285,0.93999,0.97131,0.995,0.89073,0.45721,0.39274,0.6943,0.0004085,0.0004085,0.0004085
70,2708,0.44517,0.55622,0.86793,0.93817,0.97078,0.995,0.90603,0.42556,0.38227,0.69014,0.000396125,0.000396125,0.000396125
71,2745.03,0.43888,0.58515,0.87204,0.9813,0.97202,0.995,0.92127,0.40449,0.34668,0.68595,0.00038375,0.00038375,0.00038375
72,2784.77,0.47025,0.64716,0.89831,0.99261,0.97649,0.995,0.92116,0.40778,0.34683,0.68622,0.000371375,0.000371375,0.000371375
73,2823.13,0.45418,0.54227,0.8826,0.98712,0.9738,0.995,0.93237,0.39732,0.37919,0.68361,0.000359,0.000359,0.000359
74,2863.13,0.46048,0.55975,0.86526,0.94313,0.97042,0.995,0.92049,0.39055,0.38017,0.68125,0.000346625,0.000346625,0.000346625
75,2906.77,0.44999,0.53864,0.86324,0.94023,0.97052,0.995,0.92475,0.39033,0.37975,0.67961,0.00033425,0.00033425,0.00033425
76,2946.6,0.45139,0.60067,0.88836,0.94267,0.97031,0.995,0.91887,0.39255,0.39293,0.67988,0.000321875,0.000321875,0.000321875
77,2986.15,0.45118,0.58066,0.88226,0.94369,0.97315,0.995,0.92245,0.39281,0.38856,0.68067,0.0003095,0.0003095,0.0003095
78,3025.64,0.45013,0.58537,0.88813,0.94038,0.96875,0.99324,0.90339,0.41175,0.38749,0.68069,0.000297125,0.000297125,0.000297125
79,3065.85,0.43463,0.52592,0.86554,0.93894,0.96875,0.99324,0.89713,0.42564,0.38812,0.68135,0.00028475,0.00028475,0.00028475
80,3105.4,0.43925,0.50636,0.8575,0.93997,0.96875,0.98657,0.89311,0.40809,0.38047,0.68154,0.000272375,0.000272375,0.000272375
81,3143.81,0.4439,0.5235,0.87377,0.93887,0.96875,0.98657,0.89535,0.40362,0.37159,0.68372,0.00026,0.00026,0.00026
82,3188.19,0.43475,0.50005,0.86978,0.9404,0.96875,0.99324,0.90228,0.41108,0.37727,0.6867,0.000247625,0.000247625,0.000247625
83,3224.34,0.41228,0.50703,0.85634,0.93817,0.96875,0.99324,0.91616,0.41715,0.40334,0.6878,0.00023525,0.00023525,0.00023525
84,3260.12,0.41574,0.5116,0.86188,0.92502,0.96875,0.97935,0.89577,0.41171,0.47723,0.6848,0.000222875,0.000222875,0.000222875
85,3295.47,0.40989,0.52639,0.86879,0.91624,0.96875,0.97268,0.88392,0.40989,0.5096,0.68479,0.0002105,0.0002105,0.0002105
86,3333.24,0.44791,0.52173,0.8792,0.9253,0.96875,0.97111,0.88842,0.40721,0.46157,0.68483,0.000198125,0.000198125,0.000198125
87,3371.78,0.41948,0.47287,0.87453,0.91913,0.96875,0.97111,0.88869,0.40939,0.4605,0.6832,0.00018575,0.00018575,0.00018575
88,3410.59,0.39114,0.49294,0.8731,0.91721,0.96875,0.96971,0.88618,0.42321,0.46966,0.68438,0.000173375,0.000173375,0.000173375
89,3449.06,0.43581,0.50098,0.86169,0.93856,0.96875,0.96971,0.88714,0.43466,0.41253,0.685,0.000161,0.000161,0.000161
90,3494.23,0.41875,0.48654,0.87828,0.93786,0.96875,0.96971,0.88785,0.4154,0.40434,0.68275,0.000148625,0.000148625,0.000148625
91,3531.83,0.39064,0.47453,0.83244,0.93439,0.96875,0.96971,0.88837,0.39356,0.3888,0.68026,0.00013625,0.00013625,0.00013625
92,3569.29,0.38309,0.44866,0.84234,0.93177,0.96875,0.96971,0.88535,0.39766,0.40407,0.68074,0.000123875,0.000123875,0.000123875
93,3606.71,0.37858,0.46943,0.83752,0.93369,0.96875,0.95582,0.88637,0.3991,0.42431,0.6816,0.0001115,0.0001115,0.0001115
94,3645.3,0.37511,0.49173,0.81464,0.931,0.96875,0.94733,0.8755,0.40693,0.4617,0.683,9.9125e-05,9.9125e-05,9.9125e-05
95,3683.06,0.37894,0.47016,0.8195,0.91883,0.96875,0.95582,0.88608,0.41792,0.492,0.68397,8.675e-05,8.675e-05,8.675e-05
96,3721.44,0.37786,0.44793,0.83331,0.92504,0.96875,0.95582,0.8833,0.42147,0.47753,0.68334,7.4375e-05,7.4375e-05,7.4375e-05
97,3761.34,0.38395,0.43616,0.8214,0.93339,0.96875,0.95582,0.88312,0.41686,0.44524,0.68179,6.2e-05,6.2e-05,6.2e-05
98,3805.32,0.37037,0.43334,0.82329,0.93821,0.96875,0.95582,0.87944,0.41568,0.42211,0.68147,4.9625e-05,4.9625e-05,4.9625e-05
99,3840.09,0.37662,0.43305,0.81929,0.93924,0.96875,0.95582,0.87971,0.41098,0.39863,0.68087,3.725e-05,3.725e-05,3.725e-05
100,3875.14,0.37725,0.41035,0.82108,0.93898,0.96875,0.95582,0.88584,0.40794,0.39312,0.68065,2.4875e-05,2.4875e-05,2.4875e-05
